dataset,study,arm,outcome,outcome_family,ate_pp,se_pp,n_arm,n_control,control_mean_pp,sd_pooled_pp,scale_lo,scale_hi,note
tappin2023,no-cue cells,msg7_agrees_R: Limit donations to candidates,policy_agreement_toward_msg,policy,-1.7768595041322222,3.629722857256376,110,121,73.14049586776859,27.57829131559957,0.0,6.0,signed toward message direction; 7pt scale range 6
tappin2023,no-cue cells,msg7_disagrees_D: Limit donations to candidates,policy_agreement_toward_msg,policy,5.210795902285274,3.069071894801729,144,141,77.89598108747045,25.952887044033048,0.0,6.0,signed toward message direction; 7pt scale range 6
tappin2023,no-cue cells,msg8_agrees_D: More restrictions at U.S. border,policy_agreement_toward_msg,policy,5.977496483825594,3.27257143804543,138,158,57.91139240506329,28.181288065275314,0.0,6.0,signed toward message direction; 7pt scale range 6
tappin2023,no-cue cells,msg8_disagrees_R: More restrictions at U.S. border,policy_agreement_toward_msg,policy,10.53240740740741,4.116227044759679,96,144,77.54629629629629,30.183790082306636,0.0,6.0,signed toward message direction; 7pt scale range 6
tappin2023,no-cue cells,msg9_agrees_D: Require work for Medicaid,policy_agreement_toward_msg,policy,13.450600225175837,3.803479957249632,149,153,42.70152505446623,33.03138402837149,0.0,6.0,signed toward message direction; 7pt scale range 6
tappin2023,no-cue cells,msg9_disagrees_R: Require work for Medicaid,policy_agreement_toward_msg,policy,1.56805590010749,4.009898655000399,116,139,58.033573141486805,31.82089444113953,0.0,6.0,signed toward message direction; 7pt scale range 6
tappin2023,no-cue cells,msg10_agrees_D: Allow assisted suicide,policy_agreement_toward_msg,policy,6.561127997298208,3.8305518085692736,141,140,58.214285714285715,32.10362016384492,0.0,6.0,signed toward message direction; 7pt scale range 6
tappin2023,no-cue cells,msg10_disagrees_R: Allow assisted suicide,policy_agreement_toward_msg,policy,5.140415140415144,4.343660285741821,105,130,53.07692307692309,33.17127463406377,0.0,6.0,signed toward message direction; 7pt scale range 6
tappin2023,no-cue cells,msg11_agrees_D: Illegal to burn U.S. flag,policy_agreement_toward_msg,policy,-4.30169121658482,4.432023170788899,141,130,64.23076923076923,36.47211713212619,0.0,6.0,signed toward message direction; 7pt scale range 6
tappin2023,no-cue cells,msg11_disagrees_R: Illegal to burn U.S. flag,policy_agreement_toward_msg,policy,0.6878854530555886,3.9616634057545776,118,131,78.37150127226464,31.09614606677215,0.0,6.0,signed toward message direction; 7pt scale range 6
tappin2023,no-cue cells,msg12_agrees_D: Deny criminals the vote,policy_agreement_toward_msg,policy,1.8634259259259207,4.087331721725916,144,160,46.979166666666664,35.71833677545389,0.0,6.0,signed toward message direction; 7pt scale range 6
tappin2023,no-cue cells,msg12_disagrees_R: Deny criminals the vote,policy_agreement_toward_msg,policy,9.300476947535774,4.582941665683991,111,119,64.70588235294117,34.77645937390391,0.0,6.0,signed toward message direction; 7pt scale range 6
tappin2023,no-cue cells,msg13_agrees_R: Ban juvenile solitary confinement,policy_agreement_toward_msg,policy,-1.6319140662972724,3.8264516589967688,108,127,58.26771653543307,29.086137780304146,0.0,6.0,signed toward message direction; 7pt scale range 6
tappin2023,no-cue cells,msg13_disagrees_D: Ban juvenile solitary confinement,policy_agreement_toward_msg,policy,8.894482037739992,3.5510132810135158,146,166,67.57028112449798,30.92003799195553,0.0,6.0,signed toward message direction; 7pt scale range 6
tappin2023,no-cue cells,msg14_agrees_R: Minimum sentences for drugs,policy_agreement_toward_msg,policy,3.0500123183049954,4.087070219577343,123,110,55.75757575757576,30.96808885593556,0.0,6.0,signed toward message direction; 7pt scale range 6
tappin2023,no-cue cells,msg14_disagrees_D: Minimum sentences for drugs,policy_agreement_toward_msg,policy,4.787438581499674,3.8509759232793743,155,151,48.01324503311258,33.70472722973049,0.0,6.0,signed toward message direction; 7pt scale range 6
tappin2023,no-cue cells,msg15_agrees_D: Allow enhanced interrogation,policy_agreement_toward_msg,policy,4.669797096454572,3.675635898826929,139,167,44.610778443113766,32.1369728375794,0.0,6.0,signed toward message direction; 7pt scale range 6
tappin2023,no-cue cells,msg15_disagrees_R: Allow enhanced interrogation,policy_agreement_toward_msg,policy,8.952813741461604,4.191140669644645,109,107,62.92834890965732,30.833333071641015,0.0,6.0,signed toward message direction; 7pt scale range 6
tappin2023,no-cue cells,msg16_agrees_R: Allow affirmative action,policy_agreement_toward_msg,policy,2.7322404371584725,3.904941230397372,122,116,41.666666666666664,30.187372164156184,0.0,6.0,signed toward message direction; 7pt scale range 6
tappin2023,no-cue cells,msg16_disagrees_D: Allow affirmative action,policy_agreement_toward_msg,policy,3.860775669286302,3.0327618783480106,141,148,65.09009009009009,25.685879490951223,0.0,6.0,signed toward message direction; 7pt scale range 6
tappin2023,no-cue cells,msg17_agrees_R: Increase capital gains tax,policy_agreement_toward_msg,policy,4.953781727184517,4.2314745818582615,122,107,31.931464174454828,32.036101588707965,0.0,6.0,signed toward message direction; 7pt scale range 6
tappin2023,no-cue cells,msg17_disagrees_D: Increase capital gains tax,policy_agreement_toward_msg,policy,5.55869030265983,3.3502965865204426,153,139,54.79616306954437,28.75395936746334,0.0,6.0,signed toward message direction; 7pt scale range 6
tappin2023,no-cue cells,msg18_agrees_D: Military aid to Saudia Arabia,policy_agreement_toward_msg,policy,4.4454910579954765,3.074498348961058,171,149,45.74944071588367,27.508421507974024,0.0,6.0,signed toward message direction; 7pt scale range 6
tappin2023,no-cue cells,msg18_disagrees_R: Military aid to Saudia Arabia,policy_agreement_toward_msg,policy,6.425139260960155,3.600459177050769,117,134,43.03482587064676,28.24392633140828,0.0,6.0,signed toward message direction; 7pt scale range 6
tappin2023,no-cue cells,msg19_agrees_D: Decrease power of labor unions,policy_agreement_toward_msg,policy,-3.927034428794992,3.7115056722286113,144,142,49.413145539906104,31.387786124904423,0.0,6.0,signed toward message direction; 7pt scale range 6
tappin2023,no-cue cells,msg19_disagrees_R: Decrease power of labor unions,policy_agreement_toward_msg,policy,-1.129525500641219,3.8438143575651953,109,124,53.76344086021505,29.060214392469803,0.0,6.0,signed toward message direction; 7pt scale range 6
tappin2023,no-cue cells,msg20_agrees_D: Decrease foreign aid,policy_agreement_toward_msg,policy,4.6670224752416445,3.0633535937494094,146,154,60.17316017316017,26.56141757834646,0.0,6.0,signed toward message direction; 7pt scale range 6
tappin2023,no-cue cells,msg20_disagrees_R: Decrease foreign aid,policy_agreement_toward_msg,policy,6.550618415025201,3.456214419232523,111,118,72.31638418079096,26.22701902099396,0.0,6.0,signed toward message direction; 7pt scale range 6
tappin2023,no-cue cells,msg21_agrees_D: Privatization of veterans' healthcare,policy_agreement_toward_msg,policy,10.898630136986291,3.878075527292627,146,125,52.800000000000004,31.792807251813244,0.0,6.0,signed toward message direction; 7pt scale range 6
tappin2023,no-cue cells,msg21_disagrees_R: Privatization of veterans' healthcare,policy_agreement_toward_msg,policy,4.799281775041682,3.733888830490933,113,115,62.17391304347826,28.14573466988596,0.0,6.0,signed toward message direction; 7pt scale range 6
tappin2023,no-cue cells,msg22_agrees_D: Increase tariffs on Chinese imports,policy_agreement_toward_msg,policy,-0.455360052134246,3.043810722327887,132,155,60.43010752688173,25.970752614954744,0.0,6.0,signed toward message direction; 7pt scale range 6
tappin2023,no-cue cells,msg22_disagrees_R: Increase tariffs on Chinese imports,policy_agreement_toward_msg,policy,7.452290076335885,3.476544855048784,120,131,68.70229007633588,27.38756988672453,0.0,6.0,signed toward message direction; 7pt scale range 6
tappin2023,no-cue cells,msg23_agrees_D: Decrease estate tax,policy_agreement_toward_msg,policy,7.2770074951100066,3.50665347220704,147,131,58.14249363867685,29.22974020644061,0.0,6.0,signed toward message direction; 7pt scale range 6
tappin2023,no-cue cells,msg23_disagrees_R: Decrease estate tax,policy_agreement_toward_msg,policy,11.15779645191409,3.503657375722236,123,119,72.26890756302521,27.299096850777683,0.0,6.0,signed toward message direction; 7pt scale range 6
tappin2023,no-cue cells,msg24_agrees_D: Private pensions for public workers,policy_agreement_toward_msg,policy,7.150478629351876,3.463477083083076,154,142,51.29107981220657,29.87504516670448,0.0,6.0,signed toward message direction; 7pt scale range 6
tappin2023,no-cue cells,msg24_disagrees_R: Private pensions for public workers,policy_agreement_toward_msg,policy,-0.9949079514296836,3.842620911619033,111,115,52.608695652173914,28.824382287725214,0.0,6.0,signed toward message direction; 7pt scale range 6
attari2016,AdHom Survey1,Low Fly (vs High Fly),researcher_credibility,credibility,27.09819729832572,1.58907060887402,288,292,55.23687214611872,19.172718764045413,-1.0,1.0,"vignette contrast, no true control"
attari2016,AdHom Survey1,Offset Fly (vs High Fly),researcher_credibility,credibility,9.40473624548967,1.809355758100732,286,292,55.23687214611872,21.74868482095021,-1.0,1.0,"vignette contrast, no true control"
attari2016,AdHom Survey1,High Home (vs High Fly),researcher_credibility,credibility,-18.56734179102136,1.671934582328081,291,292,55.23687214611872,20.19028822702295,-1.0,1.0,"vignette contrast, no true control"
attari2016,AdHom Survey1,Low Home (vs High Fly),researcher_credibility,credibility,31.7806717135304,1.5490331467357872,285,292,55.23687214611872,18.68480230616206,-1.0,1.0,"vignette contrast, no true control"
attari2016,AdHom Survey1,High Fly female (vs High Fly),researcher_credibility,credibility,1.5569131646157406,1.7897697769846672,295,292,55.23687214611872,21.6804017150832,-1.0,1.0,"vignette contrast, no true control"
attari2016,AdHom Survey1,Low Fly female (vs High Fly),researcher_credibility,credibility,27.323265310925954,1.52748575808,291,292,55.23687214611872,18.45319175615937,-1.0,1.0,"vignette contrast, no true control"
attari2016,AdHom Survey2,AQ High Home (vs High Fly),researcher_credibility,credibility,-9.360050981513243,1.5790507853487743,265,264,59.58017676767676,18.15629203317264,-1.0,1.0,"vignette contrast, no true control"
attari2016,AdHom Survey2,AQ Low Home (vs High Fly),researcher_credibility,credibility,17.95402721242273,1.488684590629436,268,264,59.58017676767676,17.140686235754345,-1.0,1.0,"vignette contrast, no true control"
attari2016,AdHom Survey2,Low Fly (vs High Fly),researcher_credibility,credibility,19.034090909090907,1.5273663511413218,264,264,59.58017676767676,17.548103376691046,-1.0,1.0,"vignette contrast, no true control"
attari2016,AdHom Survey2,Offset (vs High Fly),researcher_credibility,credibility,8.23152806692883,1.5889052668934514,262,264,59.58017676767676,18.22542772355698,-1.0,1.0,"vignette contrast, no true control"
attari2016,AdHom Survey2,High Home (vs High Fly),researcher_credibility,credibility,-19.2816693049902,1.616605716481672,268,264,59.58017676767676,18.639580814654675,-1.0,1.0,"vignette contrast, no true control"
attari2016,AdHom Survey2,Low Home (vs High Fly),researcher_credibility,credibility,23.481764483919665,1.551514373946214,261,264,59.58017676767676,17.787417667951924,-1.0,1.0,"vignette contrast, no true control"
attari2016,AdHom Survey2,AQ High Fly (vs High Fly),researcher_credibility,credibility,2.66537030611458,1.6501075953170723,262,264,59.58017676767676,18.92183659257352,-1.0,1.0,"vignette contrast, no true control"
attari2016,AdHom Survey2,AQ Low Fly (vs High Fly),researcher_credibility,credibility,18.114990518568582,1.4674072766329138,269,264,59.58017676767676,16.899280737042623,-1.0,1.0,"vignette contrast, no true control"
attari2016,AdHom Survey2,Offset supercharged (vs High Fly),researcher_credibility,credibility,8.20284210024776,1.566643033384884,265,264,59.58017676767676,18.013037531262135,-1.0,1.0,"vignette contrast, no true control"
attari2016,AdHom Survey2,AQ Offset supercharged (vs High Fly),researcher_credibility,credibility,10.145166553172173,1.5988089447252127,267,264,59.58017676767676,18.415529795333907,-1.0,1.0,"vignette contrast, no true control"
attari2016,2019 Study1 CCS,low footprint (vs high),researcher_credibility,credibility,21.211293260473585,1.5664178174477368,309,305,55.1775956284153,19.401148524040806,-1.0,1.0,
attari2016,2019 Study1 CCS,low footprint (vs high),policy_support,policy,4.633667568571276,2.027755906021195,309,305,67.04918032786885,25.11636907941812,-5.0,-1.0,
attari2016,2019 Study1 Carbon tax,low footprint (vs high),researcher_credibility,credibility,22.182822723061783,1.6234630769330591,304,303,52.25522552255225,19.995339733512253,-1.0,1.0,
attari2016,2019 Study1 Carbon tax,low footprint (vs high),policy_support,policy,6.318666406114293,2.3303787628622223,304,303,54.12541254125413,28.70650237813748,-5.0,-1.0,
attari2016,2019 Study1 Nuclear,low footprint (vs high),researcher_credibility,credibility,23.2218530823182,1.544439446306192,300,301,49.88925802879291,18.934879685941315,-1.0,1.0,
attari2016,2019 Study1 Nuclear,low footprint (vs high),policy_support,policy,5.597729789590256,2.180920244746183,300,301,54.31893687707641,26.73084475494494,-5.0,-1.0,
attari2016,2019 Study1 Population,low footprint (vs high),researcher_credibility,credibility,22.73954759181599,1.604890736270182,305,301,50.48449612403101,19.73332168963305,-1.0,1.0,
attari2016,2019 Study1 Population,low footprint (vs high),policy_support,policy,5.297369424323295,2.46079807160384,305,301,52.32558139534884,30.27943077009196,-5.0,-1.0,
attari2016,2019 Study1 Renewables,low footprint (vs high),researcher_credibility,credibility,19.627192982456144,1.6382751764075398,304,304,57.59320175438596,20.198012876326217,-1.0,1.0,
attari2016,2019 Study1 Renewables,low footprint (vs high),policy_support,policy,1.64473684210526,1.6742190016864584,304,304,80.92105263157895,20.64115811606549,-5.0,-1.0,
attari2016,2019 Study1 Transit,low footprint (vs high),researcher_credibility,credibility,22.53728428505905,1.5228184908007778,306,304,55.96217105263158,18.79388666957773,-1.0,1.0,
attari2016,2019 Study1 Transit,low footprint (vs high),policy_support,policy,4.827248882008939,1.8101420652699367,306,304,73.93092105263158,22.34065115306347,-5.0,-1.0,
attari2016,2019 Study2 fly,some reform (vs none),researcher_credibility,credibility,16.451791154172106,1.4731427106957502,294,297,60.88664421997756,17.921814697531353,-1.0,1.0,
attari2016,2019 Study2 fly,complete reform (vs none),researcher_credibility,credibility,15.445555326507716,1.5045175689772954,294,297,60.88664421997756,18.299037478680667,-1.0,1.0,
attari2016,2019 Study2 home,some reform (vs none),researcher_credibility,credibility,22.2972972972973,1.7428366994716802,296,296,41.77927927927928,21.20252354394992,-1.0,1.0,
attari2016,2019 Study2 home,complete reform (vs none),researcher_credibility,credibility,33.26309360207665,1.633369954871048,295,296,41.77927927927928,19.858156695317867,-1.0,1.0,
hackenburg2025,main affirmative_action,pythia_msg25,policy_attitude_slider,policy,-7.373879482071715,7.346182822190387,16,502,44.96762948207172,26.94432948117441,0.0,100.0,0-100 DV pre-oriented to message direction; wc=188
hackenburg2025,main affirmative_action,pythia_msg26,policy_attitude_slider,policy,-0.7176294820717146,6.959568661137741,12,502,44.96762948207172,26.817212999211637,0.0,100.0,0-100 DV pre-oriented to message direction; wc=42
hackenburg2025,main affirmative_action,pythia_msg27,policy_attitude_slider,policy,-14.634296148738382,7.394006239672976,15,502,44.96762948207172,26.91903068886386,0.0,100.0,0-100 DV pre-oriented to message direction; wc=243
hackenburg2025,main affirmative_action,pythia_msg55,policy_attitude_slider,policy,-6.399447663889895,8.108199320722985,11,502,44.96762948207172,26.87512973955741,0.0,100.0,0-100 DV pre-oriented to message direction; wc=29
hackenburg2025,main affirmative_action,pythia_msg56,policy_attitude_slider,policy,-17.567629482071716,8.468122935462183,10,502,44.96762948207172,26.8741506561305,0.0,100.0,0-100 DV pre-oriented to message direction; wc=40
hackenburg2025,main affirmative_action,pythia_msg57,policy_attitude_slider,policy,5.746656232214001,5.359827166072656,14,502,44.96762948207172,26.7199918459011,0.0,100.0,0-100 DV pre-oriented to message direction; wc=58
hackenburg2025,main affirmative_action,pythia_msg85,policy_attitude_slider,policy,19.16873415429193,10.343642173560305,11,502,44.96762948207172,27.03981922544733,0.0,100.0,0-100 DV pre-oriented to message direction; wc=80
hackenburg2025,main affirmative_action,pythia_msg115,policy_attitude_slider,policy,-11.842629482071716,4.330245410065684,14,502,44.96762948207172,26.653805556434914,0.0,100.0,0-100 DV pre-oriented to message direction; wc=256
hackenburg2025,main affirmative_action,pythia_msg146,policy_attitude_slider,policy,7.509643245201012,7.570285234957943,11,502,44.96762948207172,26.84133248816544,0.0,100.0,0-100 DV pre-oriented to message direction; wc=117
hackenburg2025,main affirmative_action,pythia_msg175,policy_attitude_slider,policy,-12.530129482071716,7.546642485579343,12,502,44.96762948207172,26.858117957207806,0.0,100.0,0-100 DV pre-oriented to message direction; wc=96
hackenburg2025,main affirmative_action,pythia_msg176,policy_attitude_slider,policy,0.0323705179282853,10.384875243732033,13,502,44.96762948207172,27.166632098391656,0.0,100.0,0-100 DV pre-oriented to message direction; wc=160
hackenburg2025,main affirmative_action,pythia_msg206,policy_attitude_slider,policy,-6.717629482071715,7.204181804773537,14,502,44.96762948207172,26.87309079198317,0.0,100.0,0-100 DV pre-oriented to message direction; wc=79
hackenburg2025,main affirmative_action,pythia_msg207,policy_attitude_slider,policy,21.41873415429193,7.764065052659466,11,502,44.96762948207172,26.853245327258453,0.0,100.0,0-100 DV pre-oriented to message direction; wc=127
hackenburg2025,main affirmative_action,pythia_msg235,policy_attitude_slider,policy,10.135311694398872,5.361196437154281,34,502,44.96762948207172,27.11612999608085,0.0,100.0,0-100 DV pre-oriented to message direction; wc=284
hackenburg2025,main affirmative_action,pythia_msg236,policy_attitude_slider,policy,-1.2945525589947948,6.530189730070534,26,502,44.96762948207172,27.187229571503437,0.0,100.0,0-100 DV pre-oriented to message direction; wc=326
hackenburg2025,main affirmative_action,pythia_msg237,policy_attitude_slider,policy,-5.125036889479119,5.230831369602834,27,502,44.96762948207172,26.85986209283853,0.0,100.0,0-100 DV pre-oriented to message direction; wc=212
hackenburg2025,main affirmative_action,Qwen1.5_msg266,policy_attitude_slider,policy,1.5323705179282854,9.801598250914129,10,502,44.96762948207172,26.95401990751424,0.0,100.0,0-100 DV pre-oriented to message direction; wc=121
hackenburg2025,main affirmative_action,Qwen1.5_msg267,policy_attitude_slider,policy,-9.905129482071716,5.873437439064599,12,502,44.96762948207172,26.750129676382663,0.0,100.0,0-100 DV pre-oriented to message direction; wc=192
hackenburg2025,main affirmative_action,Qwen1.5_msg295,policy_attitude_slider,policy,-4.628343767785999,8.55715071119625,14,502,44.96762948207172,27.0132141742376,0.0,100.0,0-100 DV pre-oriented to message direction; wc=286
hackenburg2025,main affirmative_action,Qwen1.5_msg296,policy_attitude_slider,policy,-8.667629482071717,6.566616728304604,15,502,44.96762948207172,26.831402283575773,0.0,100.0,0-100 DV pre-oriented to message direction; wc=278
hackenburg2025,main affirmative_action,Qwen1.5_msg297,policy_attitude_slider,policy,-1.384296148738379,6.320235858148486,12,502,44.96762948207172,26.776370732075392,0.0,100.0,0-100 DV pre-oriented to message direction; wc=234
hackenburg2025,main affirmative_action,Qwen1.5_msg325,policy_attitude_slider,policy,-0.0176294820717117,6.354430626718903,15,502,44.96762948207172,26.81056111568773,0.0,100.0,0-100 DV pre-oriented to message direction; wc=152
hackenburg2025,main affirmative_action,Qwen1.5_msg326,policy_attitude_slider,policy,7.232370517928288,10.578618133086016,10,502,44.96762948207172,27.00580952310453,0.0,100.0,0-100 DV pre-oriented to message direction; wc=144
hackenburg2025,main affirmative_action,Qwen1.5_msg327,policy_attitude_slider,policy,2.2823705179282854,7.845090466905978,12,502,44.96762948207172,26.88015617249248,0.0,100.0,0-100 DV pre-oriented to message direction; wc=164
hackenburg2025,main affirmative_action,Qwen1.5_msg355,policy_attitude_slider,policy,6.782370517928285,6.496754059917762,13,502,44.96762948207172,26.796750933331623,0.0,100.0,0-100 DV pre-oriented to message direction; wc=148
hackenburg2025,main affirmative_action,Qwen1.5_msg356,policy_attitude_slider,policy,10.86570385126162,9.190756362495264,12,502,44.96762948207172,26.98986908986025,0.0,100.0,0-100 DV pre-oriented to message direction; wc=174
hackenburg2025,main affirmative_action,Qwen1.5_msg357,policy_attitude_slider,policy,-6.742629482071713,9.787733703472968,10,502,44.96762948207172,26.95313080614394,0.0,100.0,0-100 DV pre-oriented to message direction; wc=139
hackenburg2025,main affirmative_action,Qwen1.5_msg385,policy_attitude_slider,policy,9.484293594851366,6.995243097108332,26,502,44.96762948207172,27.32980652826672,0.0,100.0,0-100 DV pre-oriented to message direction; wc=159
hackenburg2025,main affirmative_action,Qwen1.5_msg386,policy_attitude_slider,policy,7.353799089356855,4.948829603060035,35,502,44.96762948207172,26.9800630063644,0.0,100.0,0-100 DV pre-oriented to message direction; wc=223
hackenburg2025,main affirmative_action,Qwen1.5_msg387,policy_attitude_slider,policy,0.8411940473400534,7.067610352468113,17,502,44.96762948207172,26.93940125094269,0.0,100.0,0-100 DV pre-oriented to message direction; wc=211
hackenburg2025,main affirmative_action,Qwen1.5_msg415,policy_attitude_slider,policy,5.032370517928285,3.395411928958956,91,502,44.96762948207172,27.42904741504138,0.0,100.0,0-100 DV pre-oriented to message direction; wc=201
hackenburg2025,main affirmative_action,Qwen1.5_msg416,policy_attitude_slider,policy,6.904245517928288,3.2621099847129926,80,502,44.96762948207172,26.91507751716286,0.0,100.0,0-100 DV pre-oriented to message direction; wc=196
hackenburg2025,main affirmative_action,Qwen1.5_msg417,policy_attitude_slider,policy,0.6126174315085322,3.2213255600999724,81,502,44.96762948207172,26.884186653832696,0.0,100.0,0-100 DV pre-oriented to message direction; wc=258
hackenburg2025,main affirmative_action,Yi_msg445,policy_attitude_slider,policy,3.428203851261621,6.903792851356717,12,502,44.96762948207172,26.81349589390102,0.0,100.0,0-100 DV pre-oriented to message direction; wc=332
hackenburg2025,main affirmative_action,Yi_msg446,policy_attitude_slider,policy,0.7466562322140007,5.67908169177835,21,502,44.96762948207172,26.82670616231041,0.0,100.0,0-100 DV pre-oriented to message direction; wc=299
hackenburg2025,main affirmative_action,Yi_msg447,policy_attitude_slider,policy,1.827825063382832,7.818573163130041,11,502,44.96762948207172,26.856649562769352,0.0,100.0,0-100 DV pre-oriented to message direction; wc=311
hackenburg2025,main affirmative_action,Yi_msg475,policy_attitude_slider,policy,-4.009296148738379,5.022981592333441,30,502,44.96762948207172,26.871674323260507,0.0,100.0,0-100 DV pre-oriented to message direction; wc=257
hackenburg2025,main affirmative_action,Yi_msg476,policy_attitude_slider,policy,4.6958320563898255,5.082449784319267,26,502,44.96762948207172,26.80242647872436,0.0,100.0,0-100 DV pre-oriented to message direction; wc=237
hackenburg2025,main affirmative_action,Yi_msg477,policy_attitude_slider,policy,9.930808017928284,5.615828201632635,32,502,44.96762948207172,27.14017043641384,0.0,100.0,0-100 DV pre-oriented to message direction; wc=191
hackenburg2025,main affirmative_action,Yi_msg505,policy_attitude_slider,policy,7.334094655859317,4.723686133958909,29,502,44.96762948207172,26.76500900040625,0.0,100.0,0-100 DV pre-oriented to message direction; wc=260
hackenburg2025,main affirmative_action,Yi_msg506,policy_attitude_slider,policy,-0.1153567547989879,6.189635365905222,22,502,44.96762948207172,26.94690639220117,0.0,100.0,0-100 DV pre-oriented to message direction; wc=183
hackenburg2025,main affirmative_action,Yi_msg507,policy_attitude_slider,policy,-4.159937174379408,5.522647490757344,26,502,44.96762948207172,26.909829537598853,0.0,100.0,0-100 DV pre-oriented to message direction; wc=203
hackenburg2025,main affirmative_action,Llama_msg535,policy_attitude_slider,policy,2.4294293414576984,6.947781796383805,17,502,44.96762948207172,26.92299693010248,0.0,100.0,0-100 DV pre-oriented to message direction; wc=280
hackenburg2025,main affirmative_action,Llama_msg537,policy_attitude_slider,policy,2.115703851261621,7.75765278658251,12,502,44.96762948207172,26.873612905546747,0.0,100.0,0-100 DV pre-oriented to message direction; wc=317
hackenburg2025,main affirmative_action,Llama_msg565,policy_attitude_slider,policy,2.6052871845949497,5.663511446094223,24,502,44.96762948207172,26.891035829201503,0.0,100.0,0-100 DV pre-oriented to message direction; wc=226
hackenburg2025,main affirmative_action,Llama_msg566,policy_attitude_slider,policy,5.2740371845949525,4.258233990822809,30,502,44.96762948207172,26.65400150127027,0.0,100.0,0-100 DV pre-oriented to message direction; wc=277
hackenburg2025,main affirmative_action,Llama_msg567,policy_attitude_slider,policy,-6.334816982071715,5.084789323447054,32,502,44.96762948207172,26.94425757051469,0.0,100.0,0-100 DV pre-oriented to message direction; wc=273
hackenburg2025,main affirmative_action,Llama_msg595,policy_attitude_slider,policy,8.552107360033546,3.2405079527548395,76,502,44.96762948207172,26.798453873111256,0.0,100.0,0-100 DV pre-oriented to message direction; wc=241
hackenburg2025,main affirmative_action,Llama_msg596,policy_attitude_slider,policy,3.674037184594951,3.656575015358546,60,502,44.96762948207172,26.86753907441153,0.0,100.0,0-100 DV pre-oriented to message direction; wc=220
hackenburg2025,main affirmative_action,Llama_msg597,policy_attitude_slider,policy,-0.66177841824193,3.268390984519092,94,502,44.96762948207172,27.303327357353822,0.0,100.0,0-100 DV pre-oriented to message direction; wc=244
hackenburg2025,main affirmative_action,falcon_msg625,policy_attitude_slider,policy,-0.250962815405046,6.491112582449728,15,502,44.96762948207172,26.82390959292388,0.0,100.0,0-100 DV pre-oriented to message direction; wc=271
hackenburg2025,main affirmative_action,falcon_msg626,policy_attitude_slider,policy,-5.428155797861187,7.0569274918589455,19,502,44.96762948207172,27.00700399321336,0.0,100.0,0-100 DV pre-oriented to message direction; wc=239
hackenburg2025,main affirmative_action,falcon_msg627,policy_attitude_slider,policy,-4.533418955755927,7.093929027118218,19,502,44.96762948207172,27.01339108950611,0.0,100.0,0-100 DV pre-oriented to message direction; wc=252
hackenburg2025,main affirmative_action,falcon_msg655,policy_attitude_slider,policy,15.62327960883738,6.39928863577313,22,502,44.96762948207172,26.99021497378688,0.0,100.0,0-100 DV pre-oriented to message direction; wc=175
hackenburg2025,main affirmative_action,falcon_msg656,policy_attitude_slider,policy,0.435596324379901,4.410241214155869,31,502,44.96762948207172,26.707525060052625,0.0,100.0,0-100 DV pre-oriented to message direction; wc=207
hackenburg2025,main affirmative_action,falcon_msg657,policy_attitude_slider,policy,-2.867629482071713,5.5365908148306335,30,502,44.96762948207172,27.036819286490537,0.0,100.0,0-100 DV pre-oriented to message direction; wc=194
hackenburg2025,main affirmative_action,gpt_msg685,policy_attitude_slider,policy,0.2823705179282854,3.1641213504654075,81,502,44.96762948207172,26.80831063116201,0.0,100.0,0-100 DV pre-oriented to message direction; wc=209
hackenburg2025,main affirmative_action,gpt_msg686,policy_attitude_slider,policy,4.682370517928284,3.2455398082375635,90,502,44.96762948207172,27.14843103370188,0.0,100.0,0-100 DV pre-oriented to message direction; wc=200
hackenburg2025,main affirmative_action,gpt_msg687,policy_attitude_slider,policy,3.049611897238627,3.174509708119403,87,502,44.96762948207172,26.95944286932793,0.0,100.0,0-100 DV pre-oriented to message direction; wc=229
hackenburg2025,main affirmative_action,claude_msg715,policy_attitude_slider,policy,4.305703851261619,3.7535743184616415,75,502,44.96762948207172,27.416753308745538,0.0,100.0,0-100 DV pre-oriented to message direction; wc=191
hackenburg2025,main affirmative_action,claude_msg716,policy_attitude_slider,policy,1.462145798827159,2.952258396441224,89,502,44.96762948207172,26.671523735903964,0.0,100.0,0-100 DV pre-oriented to message direction; wc=194
hackenburg2025,main affirmative_action,claude_msg717,policy_attitude_slider,policy,-0.7243862388284725,3.389821809913575,74,502,44.96762948207172,26.930875448827376,0.0,100.0,0-100 DV pre-oriented to message direction; wc=213
hackenburg2025,main affirmative_action,human_msg727,policy_attitude_slider,policy,-2.2863317721480527,2.6815586508401097,131,502,44.96762948207172,26.998673241994837,0.0,100.0,0-100 DV pre-oriented to message direction; wc=172
hackenburg2025,main assisted suicide,pythia_msg17,policy_attitude_slider,policy,-2.4852528089887613,9.31608321057369,16,534,65.42275280898876,31.17072612353127,0.0,100.0,0-100 DV pre-oriented to message direction; wc=111
hackenburg2025,main assisted suicide,pythia_msg46,policy_attitude_slider,policy,3.702247191011239,5.4263395865439685,14,534,65.42275280898876,30.77385520982118,0.0,100.0,0-100 DV pre-oriented to message direction; wc=48
hackenburg2025,main assisted suicide,pythia_msg47,policy_attitude_slider,policy,3.192631806395852,7.989868361750909,13,534,65.42275280898876,30.940159852526687,0.0,100.0,0-100 DV pre-oriented to message direction; wc=66
